,Tenure,WarehouseToHome,NumberOfDeviceRegistered,PreferedOrderCat,SatisfactionScore,MaritalStatus,NumberOfAddress,Complain,DaySinceLastOrder,CashbackAmount,Churn
1717,4.0,26.0,1,Mobile,2,Divorced,1,0,2.0,127.91,No Churn
1718,4.0,7.0,6,Mobile Phone,3,Married,5,0,3.0,163.33,No Churn
1719,9.0,7.0,5,Laptop & Accessory,2,Divorced,2,0,1.0,178.63,No Churn
1720,2.0,8.0,3,Laptop & Accessory,3,Married,2,0,2.0,146.49,No Churn
1721,30.0,7.0,5,Fashion,1,Married,4,0,0.0,208.83,No Churn
1722,1.0,23.0,4,Fashion,3,Married,4,0,1.0,206.61,Churn
1724,23.0,18.0,3,Fashion,1,Single,5,0,1.0,192.08,No Churn
1727,2.0,7.0,4,Mobile Phone,1,Married,3,0,3.0,152.06,No Churn
1728,18.0,35.0,3,Fashion,1,Divorced,5,1,2.0,193.8,No Churn
1729,17.0,11.0,3,Others,4,Married,8,0,10.0,282.13,No Churn
1730,19.0,16.0,4,Laptop & Accessory,4,Married,10,0,16.0,148.48,No Churn
1731,5.0,8.0,3,Laptop & Accessory,4,Married,1,0,6.0,154.7,No Churn
1732,10.0,9.0,5,Laptop & Accessory,1,Single,3,0,9.0,163.86,No Churn
1733,0.0,32.0,3,Laptop & Accessory,2,Single,2,0,4.0,161.8,No Churn
1734,26.0,36.0,4,Mobile Phone,1,Married,4,0,1.0,159.82,No Churn
1738,24.0,18.0,4,Others,4,Single,5,0,5.0,324.26,No Churn
1739,1.0,13.0,6,Laptop & Accessory,3,Divorced,6,1,8.0,186.72,Churn
1740,10.0,15.0,3,Fashion,5,Divorced,11,0,6.0,242.13,No Churn
1742,14.0,13.0,4,Grocery,3,Single,9,0,14.0,257.37,No Churn
1745,8.0,14.0,4,Mobile Phone,1,Single,3,0,1.0,154.72,No Churn
1746,9.0,33.0,3,Laptop & Accessory,3,Married,7,0,7.0,152.37,No Churn
1747,4.0,14.0,4,Mobile Phone,4,Single,2,0,3.0,154.83,No Churn
1749,2.0,12.0,4,Laptop & Accessory,2,Single,3,0,3.0,174.08,No Churn
1750,17.0,34.0,1,Grocery,1,Married,4,1,11.0,233.2,No Churn
1751,5.0,13.0,2,Laptop & Accessory,1,Married,6,0,8.0,179.6,No Churn
1754,1.0,27.0,4,Mobile Phone,4,Married,2,1,5.0,146.48,Churn
1756,3.0,15.0,5,Laptop & Accessory,2,Divorced,3,1,3.0,175.56,No Churn
1757,24.0,6.0,3,Mobile,1,Married,2,0,0.0,127.23,No Churn
1758,1.0,17.0,5,Mobile Phone,3,Single,3,0,1.0,137.0,No Churn
1759,12.0,14.0,3,Laptop & Accessory,5,Married,3,1,8.0,181.05,No Churn
1763,20.0,9.0,4,Grocery,3,Married,8,0,2.0,303.61,No Churn
1764,18.0,12.0,5,Mobile Phone,3,Single,5,0,4.0,156.62,No Churn
1766,12.0,9.0,4,Mobile Phone,4,Married,7,0,9.0,150.92,No Churn
1767,15.0,14.0,3,Others,2,Married,2,0,9.0,284.3,No Churn
1768,28.0,8.0,3,Grocery,2,Single,3,1,2.0,266.59,No Churn
1769,10.0,10.0,4,Laptop & Accessory,4,Single,6,0,8.0,169.85,No Churn
1770,27.0,25.0,3,Laptop & Accessory,5,Married,10,1,4.0,154.85,No Churn
1771,20.0,8.0,3,Laptop & Accessory,2,Married,6,0,4.0,150.7,No Churn
1772,0.0,33.0,3,Laptop & Accessory,1,Single,2,1,7.0,158.13,Churn
1775,0.0,33.0,3,Fashion,1,Married,2,0,9.0,176.39,Churn
1777,7.0,7.0,4,Laptop & Accessory,5,Single,1,0,9.0,153.43,No Churn
1779,8.0,34.0,4,Mobile Phone,4,Single,4,0,3.0,148.11,No Churn
1780,1.0,7.0,6,Mobile Phone,5,Single,2,0,1.0,148.25,Churn
1782,1.0,9.0,2,Laptop & Accessory,3,Single,2,0,8.0,190.0,No Churn
1783,1.0,35.0,3,Laptop & Accessory,5,Married,8,1,0.0,166.73,Churn
1784,4.0,6.0,5,Laptop & Accessory,5,Married,2,0,7.0,150.03,No Churn
1785,14.0,9.0,4,Laptop & Accessory,2,Single,3,0,9.0,171.61,No Churn
1786,6.0,11.0,3,Laptop & Accessory,2,Divorced,7,0,2.0,199.98,No Churn
1787,19.0,32.0,5,Laptop & Accessory,1,Married,2,0,9.0,184.06,No Churn
1790,19.0,9.0,4,Laptop & Accessory,3,Married,6,0,8.0,176.54,No Churn
1791,11.0,21.0,4,Mobile Phone,5,Married,3,0,18.0,155.34,No Churn
1792,1.0,21.0,4,Mobile Phone,2,Divorced,7,1,5.0,149.36,Churn
1793,15.0,19.0,4,Mobile Phone,2,Divorced,5,1,1.0,172.66,No Churn
1795,1.0,26.0,2,Laptop & Accessory,1,Single,10,1,5.0,178.04,Churn
1796,13.0,15.0,4,Mobile Phone,3,Married,3,0,8.0,162.55,No Churn
1797,21.0,10.0,4,Grocery,1,Married,3,0,2.0,252.02,No Churn
1798,0.0,11.0,1,Laptop & Accessory,5,Married,2,0,5.0,140.0,No Churn
1799,6.0,11.0,5,Laptop & Accessory,3,Married,3,0,9.0,186.62,No Churn
1800,15.0,8.0,3,Fashion,1,Married,3,1,9.0,201.24,No Churn
1801,4.0,35.0,4,Laptop & Accessory,2,Divorced,3,0,10.0,182.75,No Churn
1802,12.0,9.0,4,Mobile Phone,2,Divorced,3,1,1.0,142.02,No Churn
1803,4.0,8.0,3,Mobile,2,Married,1,1,2.0,126.95,No Churn
1804,0.0,19.0,3,Laptop & Accessory,4,Single,6,0,0.0,157.65,Churn
1805,24.0,20.0,3,Laptop & Accessory,2,Divorced,5,0,7.0,149.36,No Churn
1806,12.0,30.0,4,Laptop & Accessory,1,Married,11,0,3.0,182.45,No Churn
1807,0.0,19.0,3,Laptop & Accessory,5,Married,3,0,2.0,142.33,Churn
1808,14.0,6.0,2,Fashion,5,Divorced,2,0,7.0,183.92,No Churn
1809,8.0,15.0,4,Laptop & Accessory,4,Single,10,0,0.0,165.4,No Churn
1810,17.0,15.0,4,Laptop & Accessory,3,Married,6,1,3.0,170.22,No Churn
1811,9.0,9.0,3,Mobile,1,Married,6,0,0.0,128.35,No Churn
1812,14.0,23.0,4,Mobile Phone,3,Married,11,0,1.0,160.44,No Churn
1813,5.0,14.0,1,Laptop & Accessory,1,Married,2,0,8.0,162.09,No Churn
1814,11.0,8.0,1,Laptop & Accessory,5,Single,7,1,12.0,159.8,No Churn
1815,21.0,12.0,4,Laptop & Accessory,3,Single,3,0,2.0,142.4,No Churn
1816,10.0,9.0,4,Mobile Phone,3,Married,6,0,3.0,150.43,No Churn
1817,19.0,8.0,3,Others,5,Single,4,0,1.0,289.47,No Churn
1818,0.0,7.0,4,Mobile,3,Married,2,1,0.0,129.33,No Churn
1820,16.0,33.0,4,Grocery,4,Divorced,7,0,9.0,260.25,No Churn
1822,6.0,13.0,4,Laptop & Accessory,3,Single,3,0,8.0,175.1,No Churn
1823,18.0,16.0,4,Mobile Phone,5,Married,3,1,2.0,150.59,No Churn
1824,6.0,9.0,4,Mobile Phone,4,Divorced,3,0,8.0,148.7,No Churn
1825,17.0,10.0,3,Laptop & Accessory,4,Single,10,0,3.0,159.33,No Churn
1826,17.0,22.0,5,Laptop & Accessory,2,Divorced,5,0,3.0,193.04,No Churn
1827,2.0,8.0,5,Mobile Phone,3,Married,3,0,1.0,140.63,No Churn
1829,17.0,8.0,1,Fashion,1,Married,2,1,7.0,178.79,No Churn
1830,4.0,7.0,4,Mobile Phone,3,Married,2,0,4.0,145.64,No Churn
1831,0.0,29.0,4,Laptop & Accessory,3,Married,2,0,8.0,135.4,No Churn
1832,7.0,16.0,4,Laptop & Accessory,3,Married,2,0,7.0,150.63,No Churn
1836,10.0,9.0,3,Fashion,3,Married,2,0,8.0,194.34,No Churn
1837,19.0,6.0,3,Others,1,Married,10,0,2.0,296.27,No Churn
1838,7.0,28.0,4,Laptop & Accessory,1,Married,2,1,11.0,157.47,No Churn
1840,8.0,8.0,4,Mobile Phone,1,Single,1,1,4.0,149.3,No Churn
1841,16.0,9.0,2,Laptop & Accessory,5,Married,9,0,4.0,187.72,No Churn
1842,7.0,28.0,2,Mobile Phone,4,Married,3,0,14.0,145.28,No Churn
1843,0.0,31.0,1,Mobile,2,Single,2,1,1.0,129.94,No Churn
1844,1.0,16.0,4,Laptop & Accessory,1,Single,3,0,8.0,166.05,No Churn
1846,8.0,31.0,4,Fashion,4,Divorced,4,0,8.0,209.03,No Churn
1847,5.0,9.0,4,Laptop & Accessory,1,Single,6,1,6.0,190.82,No Churn
1849,4.0,8.0,3,Mobile,3,Married,2,0,3.0,134.77,No Churn
1850,1.0,32.0,4,Mobile Phone,2,Single,3,1,2.0,152.95,Churn
1851,12.0,25.0,3,Laptop & Accessory,1,Married,9,0,2.0,139.02,No Churn
1852,7.0,11.0,4,Laptop & Accessory,1,Married,2,0,13.0,139.86,No Churn
1854,4.0,13.0,3,Laptop & Accessory,1,Married,4,0,7.0,159.15,No Churn
1855,0.0,25.0,1,Laptop & Accessory,1,Single,9,1,4.0,153.04,Churn
1856,1.0,8.0,5,Laptop & Accessory,3,Single,3,0,3.0,171.17,No Churn
1857,1.0,13.0,4,Mobile Phone,2,Divorced,3,1,3.0,151.59,No Churn
1858,1.0,12.0,4,Mobile Phone,4,Single,2,0,3.0,149.22,Churn
1860,0.0,19.0,3,Laptop & Accessory,3,Single,4,1,2.0,198.54,Churn
1861,13.0,28.0,6,Laptop & Accessory,3,Married,8,0,3.0,182.36,No Churn
1862,1.0,9.0,4,Mobile Phone,5,Married,2,0,3.0,155.41,Churn
1863,28.0,6.0,3,Others,5,Single,1,1,13.0,290.45,No Churn
1864,13.0,9.0,4,Mobile,3,Divorced,2,1,2.0,126.83,Churn
1865,16.0,21.0,4,Laptop & Accessory,1,Married,4,0,2.0,168.04,No Churn
1866,4.0,7.0,4,Mobile Phone,4,Married,3,0,8.0,162.48,No Churn
1867,20.0,8.0,4,Mobile,2,Single,2,1,2.0,132.94,No Churn
1868,0.0,33.0,3,Fashion,2,Divorced,2,0,9.0,176.39,Churn
1870,3.0,35.0,3,Laptop & Accessory,5,Married,9,0,3.0,141.15,No Churn
1871,3.0,30.0,2,Mobile Phone,3,Married,3,0,8.0,152.0,No Churn
1872,14.0,13.0,4,Grocery,1,Single,3,1,8.0,289.37,No Churn
1873,19.0,19.0,3,Laptop & Accessory,4,Single,7,0,9.0,155.62,No Churn
1878,4.0,12.0,2,Laptop & Accessory,2,Married,5,0,7.0,154.6,No Churn
1879,31.0,7.0,5,Laptop & Accessory,3,Single,9,0,4.0,179.73,No Churn
1880,25.0,25.0,3,Mobile Phone,1,Married,1,0,2.0,142.58,No Churn
1881,8.0,13.0,3,Fashion,3,Single,4,0,6.0,202.21,No Churn
1882,0.0,24.0,1,Mobile,5,Married,1,0,0.0,129.56,Churn
1883,0.0,15.0,4,Mobile,3,Divorced,1,1,0.0,133.88,Churn
1885,9.0,25.0,4,Laptop & Accessory,5,Married,2,0,5.0,25.0,No Churn
1886,11.0,14.0,4,Fashion,3,Single,6,0,3.0,261.64,No Churn
1888,1.0,17.0,4,Laptop & Accessory,5,Single,3,0,9.0,167.13,Churn
1890,2.0,8.0,4,Laptop & Accessory,4,Married,3,0,0.0,166.44,No Churn
1891,5.0,8.0,3,Laptop & Accessory,3,Single,5,1,7.0,149.98,No Churn
1892,9.0,6.0,5,Fashion,5,Married,3,1,7.0,202.52,No Churn
1893,2.0,11.0,4,Laptop & Accessory,4,Married,2,1,9.0,141.87,No Churn
1894,14.0,12.0,3,Fashion,2,Single,4,1,0.0,235.91000000000005,No Churn
1896,1.0,14.0,4,Mobile Phone,3,Married,5,1,8.0,158.39,Churn
1897,16.0,35.0,5,Laptop & Accessory,2,Divorced,2,0,5.0,170.23,No Churn
1898,11.0,7.0,4,Fashion,1,Single,6,0,3.0,199.91,No Churn
1899,1.0,13.0,2,Mobile Phone,5,Divorced,3,1,1.0,141.01,Churn
1902,12.0,9.0,5,Mobile Phone,4,Married,6,0,6.0,149.68,No Churn
1903,1.0,12.0,4,Mobile Phone,4,Single,3,1,1.0,143.78,Churn
1904,1.0,29.0,4,Mobile Phone,3,Single,3,0,3.0,159.47,No Churn
1905,26.0,19.0,2,Laptop & Accessory,5,Married,2,0,3.0,144.5,No Churn
1906,16.0,7.0,5,Laptop & Accessory,1,Married,11,1,3.0,185.62,No Churn
1907,0.0,14.0,4,Laptop & Accessory,5,Single,7,0,2.0,153.26,Churn
1908,17.0,14.0,1,Mobile,1,Married,3,1,2.0,128.18,No Churn
1909,31.0,8.0,6,Fashion,1,Married,5,0,1.0,233.83,No Churn
1911,5.0,14.0,4,Laptop & Accessory,2,Married,6,0,8.0,200.47,No Churn
1912,19.0,9.0,5,Mobile Phone,3,Single,3,0,1.0,147.74,No Churn
1913,8.0,9.0,5,Mobile Phone,3,Married,5,0,8.0,152.68,No Churn
1915,31.0,7.0,4,Fashion,1,Married,5,1,5.0,244.04,No Churn
1917,6.0,16.0,4,Laptop & Accessory,1,Single,4,0,1.0,146.82,No Churn
1918,10.0,9.0,4,Mobile Phone,1,Single,5,1,3.0,151.44,No Churn
1919,1.0,15.0,4,Laptop & Accessory,3,Married,2,1,5.0,174.07,No Churn
1921,18.0,8.0,5,Laptop & Accessory,3,Single,1,0,1.0,166.32,No Churn
1923,5.0,10.0,4,Fashion,3,Married,11,0,3.0,261.75,No Churn
1924,3.0,8.0,4,Laptop & Accessory,2,Single,6,1,0.0,168.77,No Churn
1925,3.0,13.0,4,Mobile Phone,1,Married,3,0,9.0,156.31,No Churn
1926,27.0,31.0,2,Fashion,1,Married,5,0,3.0,195.05,No Churn
1927,13.0,13.0,3,Others,4,Single,2,0,8.0,298.33,No Churn
1929,8.0,31.0,3,Fashion,3,Married,2,1,1.0,203.88,No Churn
1930,23.0,6.0,4,Mobile Phone,3,Married,3,0,2.0,136.9,No Churn
1934,19.0,7.0,2,Others,1,Married,2,0,8.0,317.02,No Churn
1935,15.0,14.0,3,Laptop & Accessory,4,Married,1,0,2.0,168.25,No Churn
1936,15.0,8.0,4,Laptop & Accessory,5,Married,2,0,8.0,166.03,No Churn
1938,16.0,33.0,4,Grocery,4,Married,7,0,9.0,260.25,No Churn
1940,14.0,9.0,4,Mobile Phone,5,Married,6,0,3.0,158.77,No Churn
1942,0.0,10.0,2,Mobile,5,Divorced,3,0,2.0,128.19,No Churn
1943,26.0,18.0,4,Laptop & Accessory,3,Divorced,10,0,5.0,156.49,No Churn
1944,7.0,17.0,4,Laptop & Accessory,4,Married,5,0,8.0,144.9,No Churn
1945,3.0,17.0,5,Laptop & Accessory,4,Married,3,1,8.0,207.68,No Churn
1946,7.0,11.0,5,Mobile Phone,4,Divorced,8,0,2.0,151.22,No Churn
1947,6.0,16.0,3,Laptop & Accessory,3,Single,2,0,9.0,154.87,No Churn
1948,5.0,7.0,5,Mobile Phone,5,Divorced,3,0,3.0,147.18,No Churn
1949,23.0,6.0,4,Mobile Phone,3,Divorced,3,0,2.0,136.9,No Churn
1950,0.0,9.0,4,Fashion,2,Divorced,2,1,7.0,203.25,Churn
1953,20.0,15.0,5,Laptop & Accessory,5,Married,10,1,8.0,171.15,No Churn
1955,9.0,23.0,4,Fashion,4,Married,2,0,10.0,205.2,No Churn
1956,27.0,16.0,3,Laptop & Accessory,5,Single,7,1,4.0,144.4,No Churn
1957,8.0,6.0,3,Fashion,4,Divorced,2,0,6.0,172.95,No Churn
1958,29.0,15.0,5,Grocery,4,Married,3,1,1.0,260.77,No Churn
1961,22.0,17.0,5,Others,4,Married,6,0,10.0,321.65,No Churn
1963,11.0,12.0,4,Laptop & Accessory,3,Married,3,0,7.0,153.21,No Churn
1964,1.0,14.0,5,Laptop & Accessory,5,Single,10,0,8.0,193.11,No Churn
1965,9.0,27.0,3,Laptop & Accessory,4,Married,5,0,7.0,189.26,Churn
1966,17.0,13.0,5,Grocery,2,Married,6,1,1.0,291.27,No Churn
1967,11.0,24.0,5,Laptop & Accessory,1,Married,4,1,0.0,158.11,No Churn
1968,15.0,6.0,3,Laptop & Accessory,3,Married,2,0,6.0,149.07,No Churn
1970,14.0,6.0,1,Fashion,5,Married,2,0,7.0,183.92,No Churn
1971,8.0,24.0,1,Laptop & Accessory,5,Married,2,0,10.0,152.08,No Churn
1973,1.0,11.0,4,Mobile Phone,2,Single,3,1,3.0,153.75,No Churn
1976,6.0,12.0,3,Laptop & Accessory,1,Married,4,0,7.0,177.25,No Churn
1977,0.0,26.0,5,Laptop & Accessory,3,Married,4,1,2.0,145.59,Churn
1978,23.0,9.0,4,Others,1,Married,5,0,4.0,316.61,No Churn
1979,19.0,8.0,4,Laptop & Accessory,3,Single,6,0,4.0,178.99,No Churn
1982,19.0,12.0,6,Laptop & Accessory,5,Single,3,1,5.0,182.69,No Churn
1984,10.0,7.0,5,Laptop & Accessory,1,Married,2,0,3.0,195.25,No Churn
1985,0.0,8.0,4,Mobile,2,Single,8,0,0.0,127.85,Churn
1986,2.0,14.0,4,Laptop & Accessory,5,Single,2,0,4.0,173.98,No Churn
1988,2.0,16.0,3,Mobile,4,Married,1,0,1.0,132.91,No Churn
1989,27.0,11.0,3,Others,5,Married,5,0,2.0,294.06,No Churn
1990,22.0,10.0,4,Others,3,Divorced,3,0,0.0,287.11,No Churn
1991,1.0,32.0,4,Laptop & Accessory,5,Divorced,2,0,4.0,147.24,No Churn
1992,0.0,29.0,3,Fashion,5,Married,10,1,2.0,199.5,Churn
1993,12.0,36.0,4,Laptop & Accessory,1,Single,3,0,10.0,149.06,No Churn
1994,1.0,7.0,4,Mobile Phone,4,Single,3,1,5.0,157.02,Churn
1995,1.0,6.0,5,Laptop & Accessory,2,Divorced,1,0,5.0,166.74,No Churn
1997,20.0,21.0,4,Mobile Phone,4,Married,11,1,4.0,174.63,Churn
1998,9.0,30.0,3,Laptop & Accessory,4,Married,8,0,8.0,156.74,No Churn
2002,0.0,8.0,4,Mobile Phone,2,Single,2,0,0.0,111.02,Churn
2005,0.0,12.0,5,Laptop & Accessory,3,Divorced,5,1,7.0,161.72,Churn
2006,1.0,29.0,4,Laptop & Accessory,3,Married,3,1,8.0,186.79,Churn
2008,7.0,11.0,5,Mobile Phone,4,Divorced,10,0,3.0,163.38,No Churn
2009,5.0,14.0,4,Laptop & Accessory,4,Divorced,2,1,9.0,152.28,No Churn
2010,0.0,15.0,3,Mobile Phone,1,Single,2,0,0.0,110.81,Churn
2012,10.0,6.0,5,Laptop & Accessory,1,Married,2,0,3.0,195.25,No Churn
2013,22.0,14.0,4,Laptop & Accessory,4,Married,2,0,7.0,151.3,No Churn
2014,7.0,10.0,3,Fashion,1,Married,3,1,0.0,197.13,No Churn
2017,6.0,9.0,4,Mobile Phone,4,Married,3,0,8.0,148.7,No Churn
2018,0.0,21.0,3,Mobile,1,Single,2,0,0.0,128.71,No Churn
2019,27.0,14.0,4,Others,3,Married,5,0,8.0,311.06,No Churn
2020,4.0,18.0,3,Mobile Phone,2,Divorced,9,1,2.0,139.29,No Churn
2021,6.0,9.0,4,Laptop & Accessory,4,Divorced,2,1,3.0,165.78,No Churn
2022,14.0,9.0,4,Laptop & Accessory,4,Married,9,0,4.0,182.15,No Churn
2023,0.0,16.0,4,Laptop & Accessory,1,Married,2,1,4.0,157.69,No Churn
2024,13.0,6.0,5,Others,2,Divorced,3,0,4.0,317.72,No Churn
2025,0.0,15.0,4,Mobile Phone,5,Married,4,0,2.0,144.0,Churn
2026,1.0,18.0,4,Mobile Phone,5,Divorced,2,0,5.0,145.99,No Churn
2029,16.0,30.0,5,Laptop & Accessory,3,Single,3,0,8.0,168.32,No Churn
2031,23.0,6.0,3,Laptop & Accessory,3,Married,1,0,13.0,163.47,No Churn
2032,30.0,13.0,3,Others,5,Married,6,0,10.0,295.66,No Churn
2033,24.0,16.0,4,Others,3,Married,6,1,1.0,318.31,No Churn
2034,1.0,16.0,4,Mobile Phone,4,Married,8,0,3.0,145.24,No Churn
2035,20.0,25.0,4,Laptop & Accessory,3,Married,4,0,9.0,173.1,No Churn
2036,16.0,18.0,4,Grocery,4,Married,2,0,9.0,243.36,No Churn
2037,10.0,6.0,3,Fashion,1,Single,5,0,2.0,174.91,No Churn
2038,16.0,10.0,4,Fashion,1,Single,4,0,17.0,202.31,No Churn
2039,18.0,15.0,3,Fashion,5,Married,5,1,2.0,207.61,No Churn
2040,6.0,23.0,3,Grocery,3,Single,2,0,0.0,274.44,No Churn
2041,8.0,26.0,4,Laptop & Accessory,4,Married,6,0,11.0,169.44,No Churn
2044,10.0,7.0,4,Laptop & Accessory,4,Divorced,2,0,6.0,177.28,No Churn
2045,26.0,7.0,5,Others,3,Married,2,0,10.0,324.99,No Churn
2046,27.0,23.0,3,Fashion,3,Divorced,9,0,8.0,207.39,No Churn
2047,29.0,21.0,3,Others,4,Single,10,0,16.0,312.22,No Churn
2050,3.0,11.0,5,Mobile Phone,5,Married,3,0,1.0,146.09,No Churn
2051,13.0,20.0,4,Others,3,Single,2,0,9.0,296.26,No Churn
2052,6.0,12.0,2,Mobile Phone,1,Married,5,0,3.0,158.12,No Churn
2053,2.0,26.0,3,Laptop & Accessory,1,Married,3,0,2.0,169.31,No Churn
2054,6.0,9.0,3,Laptop & Accessory,2,Single,9,0,8.0,175.55,No Churn
2055,9.0,6.0,3,Laptop & Accessory,4,Divorced,1,0,5.0,152.28,No Churn
2056,9.0,10.0,3,Laptop & Accessory,4,Married,8,0,2.0,151.31,No Churn
2057,22.0,11.0,4,Fashion,2,Single,3,0,9.0,203.98,No Churn
2060,10.0,10.0,3,Mobile,3,Married,8,1,3.0,129.96,No Churn
2061,9.0,8.0,4,Laptop & Accessory,1,Single,2,0,8.0,138.86,No Churn
2062,1.0,9.0,5,Mobile Phone,2,Single,3,0,1.0,150.64,Churn
2065,1.0,23.0,4,Mobile Phone,4,Married,11,0,3.0,153.11,No Churn
2066,9.0,7.0,5,Mobile Phone,3,Divorced,8,0,8.0,147.58,No Churn
2067,8.0,11.0,4,Laptop & Accessory,3,Married,11,0,3.0,190.38,No Churn
2068,9.0,16.0,4,Laptop & Accessory,3,Single,3,0,9.0,175.98,No Churn
2069,24.0,9.0,4,Grocery,3,Divorced,7,0,4.0,301.39,No Churn
2074,9.0,35.0,5,Mobile Phone,3,Married,2,0,3.0,149.3,No Churn
2075,7.0,25.0,3,Laptop & Accessory,4,Married,5,0,10.0,144.44,No Churn
2076,1.0,26.0,4,Mobile Phone,1,Married,5,0,3.0,161.69,No Churn
2077,11.0,15.0,4,Laptop & Accessory,4,Married,4,0,8.0,165.71,No Churn
2078,7.0,15.0,4,Laptop & Accessory,3,Married,2,0,3.0,196.04,No Churn
2080,9.0,25.0,4,Laptop & Accessory,3,Divorced,3,0,1.0,171.01,No Churn
2081,3.0,14.0,4,Mobile Phone,5,Single,5,0,3.0,145.62,No Churn
2082,14.0,9.0,5,Mobile Phone,2,Single,2,1,4.0,148.42,No Churn
2085,0.0,35.0,4,Mobile,4,Single,1,0,4.0,134.79,Churn
2086,13.0,31.0,4,Laptop & Accessory,1,Single,9,0,8.0,166.08,No Churn
2087,17.0,6.0,3,Laptop & Accessory,3,Divorced,8,0,0.0,147.68,No Churn
2088,0.0,29.0,4,Fashion,5,Married,2,0,10.0,173.36,Churn
2089,19.0,35.0,5,Grocery,4,Single,3,0,7.0,292.04,No Churn
2090,18.0,8.0,4,Laptop & Accessory,1,Married,2,0,9.0,157.7,No Churn
2091,13.0,18.0,4,Fashion,2,Divorced,3,0,8.0,201.54,Churn
2093,0.0,11.0,3,Mobile Phone,2,Single,2,0,0.0,110.51,No Churn
2094,13.0,18.0,4,Fashion,1,Married,3,0,8.0,201.54,Churn
2097,16.0,7.0,4,Laptop & Accessory,3,Married,3,0,7.0,174.07,No Churn
2098,7.0,8.0,4,Laptop & Accessory,5,Married,7,0,9.0,159.57,No Churn
2099,0.0,29.0,4,Laptop & Accessory,3,Divorced,4,1,1.0,159.16,Churn
2101,2.0,8.0,3,Laptop & Accessory,2,Single,2,0,9.0,145.54,No Churn
2103,2.0,24.0,4,Laptop & Accessory,5,Married,3,0,9.0,170.58,No Churn
2105,8.0,15.0,4,Fashion,3,Married,2,1,15.0,206.85,No Churn
2106,4.0,32.0,4,Laptop & Accessory,3,Divorced,9,1,3.0,172.36,No Churn
2108,15.0,8.0,4,Mobile Phone,1,Married,5,0,1.0,152.82,No Churn
2109,13.0,16.0,4,Laptop & Accessory,4,Single,22,0,4.0,192.82,No Churn
2111,4.0,13.0,1,Laptop & Accessory,1,Married,5,0,7.0,169.29,No Churn
2112,1.0,9.0,4,Mobile Phone,4,Married,11,0,3.0,159.68,No Churn
2113,0.0,17.0,2,Laptop & Accessory,3,Divorced,9,0,2.0,147.07,Churn
2114,3.0,30.0,3,Mobile,3,Married,2,0,0.0,126.93,No Churn
2116,24.0,9.0,4,Grocery,3,Married,7,0,4.0,301.39,No Churn
2117,7.0,8.0,3,Laptop & Accessory,2,Single,2,0,4.0,162.74,No Churn
2118,8.0,7.0,2,Mobile Phone,1,Single,4,0,4.0,157.8,No Churn
2119,7.0,7.0,2,Laptop & Accessory,4,Married,3,1,3.0,179.88,No Churn
2120,0.0,9.0,4,Mobile,1,Married,1,1,0.0,128.53,Churn
2121,16.0,9.0,4,Mobile Phone,3,Married,2,1,1.0,151.96,No Churn
2122,9.0,9.0,3,Laptop & Accessory,4,Single,5,0,7.0,144.85,No Churn
2123,28.0,18.0,4,Grocery,1,Married,5,0,13.0,285.32,No Churn
2124,0.0,6.0,4,Laptop & Accessory,2,Divorced,7,0,2.0,147.75,No Churn
2125,1.0,22.0,4,Fashion,3,Married,9,1,8.0,261.1,Churn
2126,9.0,9.0,3,Mobile Phone,4,Married,2,0,7.0,136.92,No Churn
2127,29.0,27.0,4,Laptop & Accessory,1,Married,5,1,9.0,179.15,No Churn
2130,8.0,17.0,4,Laptop & Accessory,3,Married,3,1,8.0,165.01,No Churn
2131,2.0,13.0,3,Laptop & Accessory,1,Married,2,1,0.0,166.23,No Churn
2132,29.0,9.0,5,Grocery,5,Single,9,0,3.0,292.56,No Churn
2133,7.0,24.0,4,Grocery,3,Single,3,0,1.0,299.44,No Churn
2134,20.0,10.0,4,Grocery,3,Divorced,5,0,10.0,299.65,No Churn
2135,6.0,36.0,4,Mobile Phone,3,Single,11,0,8.0,165.25,No Churn
2136,27.0,8.0,4,Fashion,3,Divorced,7,0,0.0,206.86,No Churn
2137,3.0,7.0,4,Laptop & Accessory,5,Married,2,0,3.0,178.73,No Churn
2138,31.0,14.0,2,Laptop & Accessory,2,Married,2,1,10.0,177.2,No Churn
2140,30.0,9.0,4,Laptop & Accessory,2,Single,6,0,5.0,151.71,No Churn
2142,1.0,23.0,4,Laptop & Accessory,5,Single,7,0,3.0,178.24,Churn
2143,15.0,21.0,4,Mobile Phone,3,Married,6,0,9.0,149.51,No Churn
2144,18.0,36.0,4,Laptop & Accessory,1,Single,3,0,18.0,170.41,No Churn
2145,15.0,14.0,3,Others,1,Married,2,0,9.0,284.3,No Churn
2147,4.0,32.0,4,Laptop & Accessory,3,Married,9,1,3.0,172.36,No Churn
2149,2.0,12.0,4,Mobile,4,Married,2,0,0.0,128.04,No Churn
2150,0.0,15.0,3,Mobile Phone,5,Single,8,0,4.0,142.0,Churn
2151,9.0,10.0,5,Mobile Phone,3,Married,3,0,1.0,137.81,No Churn
2152,1.0,21.0,4,Mobile Phone,5,Married,3,1,9.0,147.35,No Churn
2153,6.0,16.0,6,Laptop & Accessory,1,Married,2,0,8.0,171.68,No Churn
2154,1.0,31.0,6,Mobile Phone,2,Single,3,1,1.0,136.18,Churn
